A_kept,Aprime_heldout,B_gender,B_race,B_age,kind,param,k,seed,sec
0.8597683227846987,0.9165141213389121,0.9414556336427167,0.8389717488066016,0.7850587836204851,adv,0.5,192,0,197.9
0.8547828693261013,0.9279550209205021,0.9373607527997707,0.8455483095136896,0.7856770436890954,adv,0.5,256,0,261.7
0.8145528129459784,0.616657949790795,0.5510620842352895,0.382687760898698,0.33143505299212817,adv,1.0,2,0,35.8
0.8445759705785161,0.7138990585774059,0.5486816613784855,0.43410555550625457,0.34941468776279405,adv,1.0,3,0,36.7
0.8572414036664708,0.7818122384937238,0.5796558234241714,0.4172937809595661,0.4052281115532995,adv,1.0,4,0,38.3
0.8610379796510139,0.7776281380753138,0.5804871057339699,0.43325195583254134,0.4212716235683853,adv,1.0,5,0,40.1
0.8698588401353197,0.7807531380753139,0.5978046634838735,0.46456226087465335,0.47017490685572894,adv,1.0,6,0,41.9
0.8650153917928245,0.8277196652719665,0.6152292204133677,0.4925683342453264,0.5868114351000726,adv,1.0,8,0,45.8
0.8624616665610155,0.8215219665271967,0.6419466437347409,0.4938163456370324,0.5890910106826792,adv,1.0,10,0,51.3
0.8647540569906607,0.8330413179916318,0.6618801213810555,0.5002052803081042,0.6823642370778,adv,1.0,12,0,56.3
0.8536897297013054,0.8298901673640167,0.6968026272870148,0.5630800915878497,0.7351317612307996,adv,1.0,16,0,49.6
0.864787817554092,0.8841657949790795,0.8876753254455416,0.7615174969492281,0.7523540773555951,adv,1.0,24,0,57.0
0.8628348405310378,0.886218619246862,0.9340482262353093,0.838800264141932,0.7827891581828189,adv,1.0,32,0,64.1
0.8700957083374451,0.8966265690376569,0.9359092212041238,0.8366087220413778,0.7819006694826883,adv,1.0,48,0,77.1
0.86186634973803,0.8852902719665272,0.9387359270132155,0.8330320139356072,0.7838674671181483,adv,1.0,64,0,90.2
0.87667999655183,0.9123169456066946,0.9379688936334253,0.8451895939736452,0.7873596793452495,adv,1.0,96,0,116.5
0.8663305313368947,0.9123823221757322,0.9387114629975586,0.8455646955082902,0.7846107795102542,adv,1.0,128,0,144.4
0.8649631063588119,0.9227510460251046,0.9400377091796894,0.8467146957706017,0.7861211337822583,adv,1.0,192,0,197.8
0.8586687706913411,0.9165141213389121,0.940997242238235,0.8471303257333255,0.7909032623463039,adv,1.0,256,0,260.0
0.8164918695190977,0.6491239539748954,0.5581638150026194,0.3741160416395746,0.32463207745442346,adv,2.0,2,0,36.0
0.8466461249188605,0.6022228033472803,0.5762424754618509,0.4263195774301132,0.3633348589220512,adv,2.0,3,0,37.0
0.8298033182189274,0.8006276150627616,0.5687737844596665,0.430843222153118,0.43155843878345224,adv,2.0,4,0,38.5
0.842190966258762,0.7609963389121339,0.5841784538742105,0.4390556425398213,0.4266942693809761,adv,2.0,5,0,40.3
0.8535455057204555,0.7714173640167363,0.5999681226462652,0.44460121031607724,0.4428909743771802,adv,2.0,6,0,41.4
0.872882869010518,0.8152719665271967,0.6064253872233589,0.47442420597229834,0.5854337447873306,adv,2.0,8,0,46.2
0.8681182411872145,0.8225810669456067,0.6350005930670461,0.4826106210253567,0.613304590369866,adv,2.0,10,0,51.4
0.8601708056256727,0.8485617154811715,0.6788860718204193,0.5268004909415596,0.7053813455536708,adv,2.0,12,0,58.1
0.8705570127202389,0.8340219665271966,0.7218332690844034,0.6025291967074372,0.6985749157268784,adv,2.0,16,0,49.5
0.8717359779553819,0.8674555439330544,0.897499975288873,0.7898019591101165,0.7678988142534918,adv,2.0,24,0,56.8
0.8740363549252297,0.884126569037657,0.9189949490456564,0.7908569025392579,0.7793311067077957,adv,2.0,32,0,63.6
0.8637350590014521,0.877902719665272,0.9397871383526575,0.8382307134641941,0.7794341262518805,adv,2.0,48,0,76.7
0.8693617637717065,0.8987316945606695,0.9362178631794325,0.8389251085606014,0.7864953450855707,adv,2.0,64,0,90.7
0.8679526076201773,0.9008629707112971,0.93460743903765,0.8421297710406878,0.7815423671490374,adv,2.0,96,0,116.6
0.8680953767886802,0.8872646443514645,0.9391117832537634,0.8436075777540095,0.7878602359265042,adv,2.0,128,0,143.1
0.871607360660634,0.9196260460251046,0.9379108224851486,0.8450575312872578,0.7818744493576673,adv,2.0,192,0,197.3
0.874510576390273,0.9227641213389122,0.9406886002629264,0.847864696032913,0.7851723183046211,adv,2.0,256,0,260.0
0.8035726347497654,0.6127876569037657,0.5605138431733041,0.3904894550780668,0.335368030309835,adv,3.0,2,0,36.1
0.8208671523370278,0.6586297071129708,0.5542095404718836,0.3982312955922706,0.3557546199476665,adv,3.0,3,0,37.0
0.823130866489152,0.7494377615062762,0.5979635560300092,0.4589922872244918,0.4060256097362343,adv,3.0,4,0,38.2
0.8549785454211346,0.7317337866108786,0.5836036730619063,0.43434542177907626,0.46582134894264077,adv,3.0,5,0,40.0
0.837420970181409,0.7662003138075314,0.6195012800363748,0.4472872413896585,0.48614767936555053,adv,3.0,6,0,41.7
0.8689141994225882,0.7703713389121338,0.6417694649546798,0.49084676234085367,0.6340921126987236,adv,3.0,8,0,46.5
0.8604780735345576,0.8016867154811715,0.6265970801332423,0.49594810557768043,0.6443588992369067,adv,3.0,10,0,50.7
0.8563549203362684,0.8089696652719665,0.6630719390327077,0.5239944326457003,0.6744614886722619,adv,3.0,12,0,55.9
0.859555480699157,0.8434361924686193,0.7053927092291117,0.6069964651789223,0.7026836370007512,adv,3.0,16,0,49.5
0.8793834315938158,0.8726464435146444,0.8023156797042572,0.7202275190457833,0.7618931758350259,adv,3.0,24,0,56.6
0.8751174189811357,0.8872777196652719,0.9284192786327827,0.7974879615439598,0.7884737933804644,adv,3.0,32,0,63.5
0.8744827085234925,0.8653373430962343,0.932480552343109,0.8449690529379099,0.7772575784667743,adv,3.0,48,0,77.0
0.8695544473665595,0.901895920502092,0.938002500766045,0.8358458437240824,0.7880887694472559,adv,3.0,64,0,90.3
0.8736700529788937,0.890402719665272,0.9400377091796894,0.8420667448000868,0.7890742260276509,adv,3.0,96,0,116.6
0.8685366031321946,0.9081459205020921,0.9364928980221214,0.8439796233796937,0.790586258177999,adv,3.0,128,0,142.6
0.8755298866209656,0.9091919456066946,0.9385281064357659,0.8478301778100198,0.7815163890447638,adv,3.0,192,0,198.3
0.87168102520241,0.9217050209205021,0.941272277080924,0.8508300304113372,0.7938148445197548,adv,3.0,256,0,259.6
0.7548269363731993,0.6334989539748954,0.5551628957486977,0.40628390172524953,0.3045060713522805,adv,5.0,2,0,35.9
0.8038056311650413,0.6503661087866108,0.5682145716573259,0.42541263106979826,0.3724615956086358,adv,5.0,3,0,36.6
0.7542195282021701,0.6911349372384936,0.5951153515404917,0.46064147698974695,0.44729666726298484,adv,5.0,4,0,38.5
0.825209384426919,0.7317730125523012,0.6051050717116904,0.4336279906989873,0.4337772599633869,adv,5.0,5,0,39.9
0.8202720114786093,0.7379576359832636,0.6014532613745317,0.4752883394996834,0.5109826448408104,adv,5.0,6,0,41.8
0.8429626259671993,0.7588781380753138,0.6300440352281825,0.5104183914958238,0.5834706730379611,adv,5.0,8,0,46.6
0.8461204406049756,0.8361532426778242,0.6510714744635214,0.5207164848020728,0.6080626020538988,adv,5.0,10,0,51.4
0.8616604306837352,0.8205282426778242,0.6518904012098568,0.5089563573372499,0.6474076478794722,adv,5.0,12,0,57.7
0.8689091133809214,0.8622123430962343,0.7598849449930314,0.5929963526823326,0.7333161954131187,adv,5.0,16,0,48.6
0.8661430496787457,0.8611663179916318,0.8797423123684133,0.760870935107615,0.7670057518828146,adv,5.0,24,0,56.7
0.8644942690024887,0.8684754184100418,0.9260601073451353,0.8283398237904184,0.7693670656650721,adv,5.0,32,0,63.1
0.8774226978458797,0.8884021966527197,0.9364592908895017,0.8256513916455107,0.7867878873750092,adv,5.0,48,0,76.7
0.8733538144565642,0.8851725941422595,0.9345493678893733,0.8445279708664392,0.7794143985028554,adv,5.0,64,0,89.6
0.8680169463381866,0.9008498953974895,0.9379108224851486,0.8430780173331908,0.7817943209841901,adv,5.0,96,0,116.7
0.8750094880594503,0.9029157949790795,0.9385281064357659,0.8492522781631949,0.7915373443224625,adv,5.0,128,0,144.1
0.8614385001074059,0.9154419456066946,0.9425649161304352,0.8442346826383221,0.7883715177036028,adv,5.0,192,0,196.4
0.8678377299928501,0.9175732217573223,0.9394204252290721,0.8453532205867011,0.7801932878488527,adv,5.0,256,0,258.6
