setting,encoder,permitted,D,k,seed,target,family,cfg,train_acc,train_bal,test_acc,test_bal,sec
A=age,clip,age,768,2,2,Aprime_heldout,mlp,"h=256,seed=1",0.7087434858135495,0.7102868428261291,0.7079754601226994,0.7060490074674471,0.5600011348724365
A=age,clip,age,768,2,2,Aprime_heldout,mlp,"h=1024,seed=0",0.7104806022003475,0.7081618285103753,0.7104294478527607,0.7061428196179969,0.8400335311889648
A=age,clip,age,768,2,2,Aprime_heldout,mlp,"h=1024,seed=1",0.7075854082223509,0.7093656083719604,0.7079754601226994,0.7060490074674471,0.8448584079742432
A=age,clip,age,768,2,2,Aprime_heldout,rff,gamma x0.5,0.705848291835553,0.7073461446912518,0.694478527607362,0.6922773837667455,0.38698339462280273
A=age,clip,age,768,2,2,Aprime_heldout,rff,gamma x2.0,0.718297625940938,0.7100762800796871,0.7116564417177914,0.7037349744205537,0.24956297874450684
A=age,clip,age,768,2,2,Aprime_heldout,tree,"depth=None,it=23",0.8022582513028373,0.8038048849839143,0.7006134969325153,0.6925119141431199,53.809990882873535
A=age,clip,age,768,2,2,Aprime_heldout,tree,"depth=6,it=30",0.7819918934568616,0.7822635800405904,0.6969325153374233,0.6874616933718589,55.90596580505371
A=age,clip,age,768,2,2,Aprime_heldout,knn,k=15,1.0,1.0,0.6748466257668712,0.6448866123807022,0.1900005340576172
A=age,clip,age,768,2,2,Aprime_heldout,knn,k=50,1.0,1.0,0.6969325153374233,0.6673327329355698,0.24662518501281738
A=age,clip,age,768,2,2,B_emotion,lr,wd=1e-05,0.15719990220845897,0.17293930602089103,0.1502607561929596,0.15628050095579268,0.39960169792175293
A=age,clip,age,768,2,2,B_emotion,lr,wd=0.001,0.15842229647135522,0.17330837884232556,0.1515645371577575,0.15658440939486348,0.21900033950805664
A=age,clip,age,768,2,2,B_emotion,lr,wd=0.1,0.17855105533371363,0.17108659375969082,0.17405475880052151,0.15740878008701603,0.22899961471557617
A=age,clip,age,768,2,2,B_emotion,mlp,"h=256,seed=0",0.2557248797978975,0.21374249761626202,0.24837027379400262,0.2025939771483159,1.5440199375152588
A=age,clip,age,768,2,2,B_emotion,mlp,"h=256,seed=1",0.2457827397930079,0.2098079517908614,0.23663624511082137,0.18916104185134,1.5915637016296387
A=age,clip,age,768,2,2,B_emotion,mlp,"h=1024,seed=0",0.2373889658544536,0.20996683600791738,0.2317470664928292,0.20104698850977737,2.848471164703369
A=age,clip,age,768,2,2,B_emotion,mlp,"h=1024,seed=1",0.25409502078070245,0.2078130436095716,0.24185136897001303,0.18656123415766399,2.85298490524292
A=age,clip,age,768,2,2,B_emotion,rff,gamma x0.5,0.23518865618124032,0.22100543809735101,0.21773142112125163,0.19530141044388588,0.6792826652526855
A=age,clip,age,768,2,2,B_emotion,rff,gamma x2.0,0.23714448700187435,0.23240990309147172,0.20958279009126468,0.18682174209386124,0.42504072189331055
A=age,clip,age,768,2,2,B_emotion,tree,"depth=None,it=12",0.4040420503626436,0.47837112307285573,0.227509778357236,0.17403568491129165,65.64516496658325
A=age,clip,age,768,2,2,B_emotion,tree,"depth=6,it=11",0.36508841985168283,0.4114492743905344,0.227509778357236,0.17417900976651501,64.6302342414856
A=age,clip,age,768,2,2,B_emotion,knn,k=15,1.0,1.0,0.3624511082138201,0.17565684683274083,1.5333824157714844
A=age,clip,age,768,2,2,B_emotion,knn,k=50,1.0,1.0,0.39308996088657105,0.17703432207904415,1.6570110321044922
A=age,clip,age,768,2,2,B_gender,lr,wd=1e-05,0.6028301067801024,0.5920184848459322,0.597420704078076,0.5882365151380363,0.46401500701904297
A=age,clip,age,768,2,2,B_gender,lr,wd=0.001,0.6029169198715166,0.5920700099490178,0.5981178110840014,0.5889454773695499,0.218278169631958
A=age,clip,age,768,2,2,B_gender,lr,wd=0.1,0.6028301067801024,0.5922405254527554,0.594980829557337,0.5859843430299796,0.21899938583374023
A=age,clip,age,768,2,2,B_gender,mlp,"h=256,seed=0",0.6191509679659692,0.6012857941909073,0.6050888811432555,0.5902593679882178,1.5086636543273926
A=age,clip,age,768,2,2,B_gender,mlp,"h=256,seed=1",0.6147235003038458,0.5970297161501746,0.6057859881491809,0.5906932953770423,1.5173425674438477
A=age,clip,age,768,2,2,B_gender,mlp,"h=1024,seed=0",0.6175015192290998,0.6000354342683869,0.60439177413733,0.5892753709140152,2.6947531700134277
A=age,clip,age,768,2,2,B_gender,mlp,"h=1024,seed=1",0.6163729490407154,0.5976879677878336,0.6075287556639944,0.5912280441637261,2.697544813156128
A=age,clip,age,768,2,2,B_gender,rff,gamma x0.5,0.6095147148189947,0.6004267299199817,0.6016033461136284,0.5941404975832518,0.5884406566619873
A=age,clip,age,768,2,2,B_gender,rff,gamma x2.0,0.6135081170240472,0.6042771553740713,0.5946322760543743,0.5872342318299084,0.4052596092224121
A=age,clip,age,768,2,2,B_gender,tree,"depth=None,it=25",0.6746245333796337,0.6677384666928636,0.5897525270128965,0.5835549921418617,61.68985605239868
A=age,clip,age,768,2,2,B_gender,tree,"depth=6,it=56",0.6864311138119629,0.6801982111689331,0.5897525270128965,0.5841967401081359,63.115599155426025
A=age,clip,age,768,2,2,B_gender,knn,k=15,1.0,1.0,0.5695364238410596,0.5531855113720606,1.4771368503570557
A=age,clip,age,768,2,2,B_gender,knn,k=50,1.0,1.0,0.6029975601254792,0.5809815753837638,1.5177056789398193
A=age,clip,age,768,2,2,B_race,lr,wd=1e-05,0.21522288322060143,0.39742946622715736,0.211864406779661,0.404763387555169,0.3669617176055908
A=age,clip,age,768,2,2,B_race,lr,wd=0.001,0.21530437617146117,0.3974649612046181,0.211864406779661,0.404763387555169,0.22600221633911133
A=age,clip,age,768,2,2,B_race,lr,wd=0.1,0.21481541846630267,0.39725199133985395,0.21153846153846154,0.4046216039170008,0.2317342758178711
