dataset,target,target_type,family,cfg,seed,note,method,k,compat_on_U,compat_on_Uhat,test_bal
rafdb,compat_B_gender,compat,tree,depth=6,0,compat_5fam,adv2attr_lam03,4,0.9384119641392126,0.536163745811464,0.536163745811464
rafdb,compat_B_gender,compat,tree,depth=6,0,compat_5fam,leace2attr,768,0.9384119641392126,0.49420993584991446,0.49420993584991446
rafdb,compat_B_gender,compat,knn,k=15,0,compat_5fam,lda_shrink,4,0.9101970465261098,0.536655497237296,0.536655497237296
rafdb,compat_B_gender,compat,knn,k=15,0,compat_5fam,vib_b1,4,0.9101970465261098,0.5380094198815842,0.5380094198815842
rafdb,compat_B_gender,compat,knn,k=15,0,compat_5fam,adv2attr_lam03,4,0.9101970465261098,0.5326920795895975,0.5326920795895975
rafdb,compat_B_gender,compat,knn,k=15,0,compat_5fam,leace2attr,768,0.9101970465261098,0.7979240182269272,0.7979240182269272
rafdb,compat_B_gender,compat,knn,k=50,0,compat_5fam,lda_shrink,4,0.9128495388903715,0.5316040486710356,0.5316040486710356
rafdb,compat_B_gender,compat,knn,k=50,0,compat_5fam,vib_b1,4,0.9128495388903715,0.5274053810949995,0.5274053810949995
rafdb,compat_B_gender,compat,knn,k=50,0,compat_5fam,adv2attr_lam03,4,0.9128495388903715,0.5257489942571341,0.5257489942571341
rafdb,compat_B_gender,compat,knn,k=50,0,compat_5fam,leace2attr,768,0.9128495388903715,0.7675088218723127,0.7675088218723127
rafdb,compat_B_gender,compat,lr,wd=1e-05,1,compat_5fam,lda_shrink,4,0.9367770759817731,0.5642909389239787,0.5642909389239787
rafdb,compat_B_gender,compat,lr,wd=1e-05,1,compat_5fam,vib_b1,4,0.9367770759817731,0.5666135377437753,0.5666135377437753
rafdb,compat_B_gender,compat,lr,wd=1e-05,1,compat_5fam,adv2attr_lam03,4,0.9367770759817731,0.5473860569937431,0.5473860569937431
rafdb,compat_B_gender,compat,lr,wd=1e-05,1,compat_5fam,leace2attr,768,0.9367770759817731,0.458025926914371,0.458025926914371
rafdb,compat_B_gender,compat,lr,wd=0.001,1,compat_5fam,lda_shrink,4,0.9367770759817731,0.5642909389239787,0.5642909389239787
rafdb,compat_B_gender,compat,lr,wd=0.001,1,compat_5fam,vib_b1,4,0.9367770759817731,0.5666135377437753,0.5666135377437753
rafdb,compat_B_gender,compat,lr,wd=0.001,1,compat_5fam,adv2attr_lam03,4,0.9367770759817731,0.5473860569937431,0.5473860569937431
rafdb,compat_B_gender,compat,lr,wd=0.001,1,compat_5fam,leace2attr,768,0.9367770759817731,0.458426247170576,0.458426247170576
rafdb,compat_B_gender,compat,lr,wd=0.1,1,compat_5fam,lda_shrink,4,0.9364684340064644,0.564507902618391,0.564507902618391
rafdb,compat_B_gender,compat,lr,wd=0.1,1,compat_5fam,vib_b1,4,0.9364684340064644,0.5664301811819826,0.5664301811819826
rafdb,compat_B_gender,compat,lr,wd=0.1,1,compat_5fam,adv2attr_lam03,4,0.9364684340064644,0.5487459103084937,0.5487459103084937
rafdb,compat_B_gender,compat,lr,wd=0.1,1,compat_5fam,leace2attr,768,0.9364684340064644,0.4601528136089118,0.4601528136089118
rafdb,compat_B_gender,compat,mlp,"h=256,seed=0",1,compat_5fam,lda_shrink,4,0.933733406478269,0.5616530261246034,0.5616530261246034
rafdb,compat_B_gender,compat,mlp,"h=256,seed=0",1,compat_5fam,vib_b1,4,0.933733406478269,0.556947286224041,0.556947286224041
rafdb,compat_B_gender,compat,mlp,"h=256,seed=0",1,compat_5fam,adv2attr_lam03,4,0.933733406478269,0.5435867212288349,0.5435867212288349
rafdb,compat_B_gender,compat,mlp,"h=256,seed=0",1,compat_5fam,leace2attr,768,0.933733406478269,0.5609139163182398,0.5609139163182398
rafdb,compat_B_gender,compat,mlp,"h=256,seed=1",1,compat_5fam,lda_shrink,4,0.9322818748826222,0.5517858731429588,0.5517858731429588
rafdb,compat_B_gender,compat,mlp,"h=256,seed=1",1,compat_5fam,vib_b1,4,0.9322818748826222,0.563193764888454,0.563193764888454
rafdb,compat_B_gender,compat,mlp,"h=256,seed=1",1,compat_5fam,adv2attr_lam03,4,0.9322818748826222,0.5429422550385987,0.5429422550385987
rafdb,compat_B_gender,compat,mlp,"h=256,seed=1",1,compat_5fam,leace2attr,768,0.9322818748826222,0.5712458855973668,0.5712458855973668
rafdb,compat_B_gender,compat,mlp,"h=1024,seed=0",1,compat_5fam,lda_shrink,4,0.9359519714537061,0.5618124128932775,0.5618124128932775
rafdb,compat_B_gender,compat,mlp,"h=1024,seed=0",1,compat_5fam,vib_b1,4,0.9359519714537061,0.5750476924749677,0.5750476924749677
rafdb,compat_B_gender,compat,mlp,"h=1024,seed=0",1,compat_5fam,adv2attr_lam03,4,0.9359519714537061,0.5467532050331623,0.5467532050331623
rafdb,compat_B_gender,compat,mlp,"h=1024,seed=0",1,compat_5fam,leace2attr,768,0.9359519714537061,0.5774582629066216,0.5774582629066216
rafdb,compat_B_gender,compat,mlp,"h=1024,seed=1",1,compat_5fam,lda_shrink,4,0.9345340469906789,0.5590927062637765,0.5590927062637765
rafdb,compat_B_gender,compat,mlp,"h=1024,seed=1",1,compat_5fam,vib_b1,4,0.9345340469906789,0.5761233678300666,0.5761233678300666
rafdb,compat_B_gender,compat,mlp,"h=1024,seed=1",1,compat_5fam,adv2attr_lam03,4,0.9345340469906789,0.5498121954353606,0.5498121954353606
rafdb,compat_B_gender,compat,mlp,"h=1024,seed=1",1,compat_5fam,leace2attr,768,0.9345340469906789,0.5732778815645109,0.5732778815645109
rafdb,compat_B_gender,compat,rff,gamma x0.5,1,compat_5fam,lda_shrink,4,0.9437658768990501,0.5599267067975368,0.5599267067975368
rafdb,compat_B_gender,compat,rff,gamma x0.5,1,compat_5fam,vib_b1,4,0.9437658768990501,0.5580751020569542,0.5580751020569542
rafdb,compat_B_gender,compat,rff,gamma x0.5,1,compat_5fam,adv2attr_lam03,4,0.9437658768990501,0.5315440006326049,0.5315440006326049
rafdb,compat_B_gender,compat,rff,gamma x0.5,1,compat_5fam,leace2attr,768,0.9437658768990501,0.5555263964257826,0.5555263964257826
rafdb,compat_B_gender,compat,rff,gamma x2.0,1,compat_5fam,lda_shrink,4,0.9294949539878816,0.5438674396307169,0.5438674396307169
rafdb,compat_B_gender,compat,rff,gamma x2.0,1,compat_5fam,vib_b1,4,0.9294949539878816,0.5379819905306962,0.5379819905306962
rafdb,compat_B_gender,compat,rff,gamma x2.0,1,compat_5fam,adv2attr_lam03,4,0.9294949539878816,0.5261280629441825,0.5261280629441825
rafdb,compat_B_gender,compat,rff,gamma x2.0,1,compat_5fam,leace2attr,768,0.9294949539878816,0.6233851278553707,0.6233851278553707
rafdb,compat_B_gender,compat,tree,depth=None,1,compat_5fam,lda_shrink,4,0.9381950004448003,0.5575363994899624,0.5575363994899624
rafdb,compat_B_gender,compat,tree,depth=None,1,compat_5fam,vib_b1,4,0.9381950004448003,0.5443626506143187,0.5443626506143187
rafdb,compat_B_gender,compat,tree,depth=None,1,compat_5fam,adv2attr_lam03,4,0.9381950004448003,0.5349840366120057,0.5349840366120057
rafdb,compat_B_gender,compat,tree,depth=None,1,compat_5fam,leace2attr,768,0.9381950004448003,0.4984301021063765,0.4984301021063765
rafdb,compat_B_gender,compat,tree,depth=6,1,compat_5fam,lda_shrink,4,0.9378863584694916,0.5569435795550021,0.5569435795550021
rafdb,compat_B_gender,compat,tree,depth=6,1,compat_5fam,vib_b1,4,0.9378863584694916,0.5476294615939665,0.5476294615939665
rafdb,compat_B_gender,compat,tree,depth=6,1,compat_5fam,adv2attr_lam03,4,0.9378863584694916,0.5314117961035495,0.5314117961035495
rafdb,compat_B_gender,compat,tree,depth=6,1,compat_5fam,leace2attr,768,0.9378863584694916,0.49385854362502346,0.49385854362502346
rafdb,compat_B_gender,compat,knn,k=15,1,compat_5fam,lda_shrink,4,0.9101970465261098,0.536655497237296,0.536655497237296
rafdb,compat_B_gender,compat,knn,k=15,1,compat_5fam,vib_b1,4,0.9101970465261098,0.5380094198815842,0.5380094198815842
rafdb,compat_B_gender,compat,knn,k=15,1,compat_5fam,adv2attr_lam03,4,0.9101970465261098,0.5326920795895975,0.5326920795895975
rafdb,compat_B_gender,compat,knn,k=15,1,compat_5fam,leace2attr,768,0.9101970465261098,0.7979240182269272,0.7979240182269272
rafdb,compat_B_gender,compat,knn,k=50,1,compat_5fam,lda_shrink,4,0.9128495388903715,0.5316040486710356,0.5316040486710356
rafdb,compat_B_gender,compat,knn,k=50,1,compat_5fam,vib_b1,4,0.9128495388903715,0.5274053810949995,0.5274053810949995
rafdb,compat_B_gender,compat,knn,k=50,1,compat_5fam,adv2attr_lam03,4,0.9128495388903715,0.5257489942571341,0.5257489942571341
rafdb,compat_B_gender,compat,knn,k=50,1,compat_5fam,leace2attr,768,0.9128495388903715,0.7675088218723127,0.7675088218723127
rafdb,compat_B_gender,compat,lr,wd=1e-05,2,compat_5fam,lda_shrink,4,0.9367770759817731,0.564107582362186,0.564107582362186
rafdb,compat_B_gender,compat,lr,wd=1e-05,2,compat_5fam,vib_b1,4,0.9367770759817731,0.5662132174875703,0.5662132174875703
rafdb,compat_B_gender,compat,lr,wd=1e-05,2,compat_5fam,adv2attr_lam03,4,0.9367770759817731,0.5480033409443604,0.5480033409443604
rafdb,compat_B_gender,compat,lr,wd=1e-05,2,compat_5fam,leace2attr,768,0.9367770759817731,0.45833456888967966,0.45833456888967966
rafdb,compat_B_gender,compat,lr,wd=0.001,2,compat_5fam,lda_shrink,4,0.9367770759817731,0.564107582362186,0.564107582362186
rafdb,compat_B_gender,compat,lr,wd=0.001,2,compat_5fam,vib_b1,4,0.9367770759817731,0.5662132174875703,0.5662132174875703
rafdb,compat_B_gender,compat,lr,wd=0.001,2,compat_5fam,adv2attr_lam03,4,0.9367770759817731,0.5476030206881555,0.5476030206881555
rafdb,compat_B_gender,compat,lr,wd=0.001,2,compat_5fam,leace2attr,768,0.9367770759817731,0.45833456888967966,0.45833456888967966
rafdb,compat_B_gender,compat,lr,wd=0.1,2,compat_5fam,lda_shrink,4,0.9367770759817731,0.5639242258003934,0.5639242258003934
rafdb,compat_B_gender,compat,lr,wd=0.1,2,compat_5fam,vib_b1,4,0.9367770759817731,0.5660298609257777,0.5660298609257777
rafdb,compat_B_gender,compat,lr,wd=0.1,2,compat_5fam,adv2attr_lam03,4,0.9367770759817731,0.5486542320275974,0.5486542320275974
rafdb,compat_B_gender,compat,lr,wd=0.1,2,compat_5fam,leace2attr,768,0.9367770759817731,0.46268002055965757,0.46268002055965757
rafdb,compat_B_gender,compat,mlp,"h=256,seed=0",2,compat_5fam,lda_shrink,4,0.9322818748826222,0.5517858731429588,0.5517858731429588
rafdb,compat_B_gender,compat,mlp,"h=256,seed=0",2,compat_5fam,vib_b1,4,0.9322818748826222,0.563193764888454,0.563193764888454
rafdb,compat_B_gender,compat,mlp,"h=256,seed=0",2,compat_5fam,adv2attr_lam03,4,0.9322818748826222,0.5429422550385987,0.5429422550385987
rafdb,compat_B_gender,compat,mlp,"h=256,seed=0",2,compat_5fam,leace2attr,768,0.9322818748826222,0.5712458855973668,0.5712458855973668
rafdb,compat_B_gender,compat,mlp,"h=256,seed=1",2,compat_5fam,lda_shrink,4,0.9336417281973728,0.556161719499056,0.556161719499056
rafdb,compat_B_gender,compat,mlp,"h=256,seed=1",2,compat_5fam,vib_b1,4,0.9336417281973728,0.5570359991697061,0.5570359991697061
rafdb,compat_B_gender,compat,mlp,"h=256,seed=1",2,compat_5fam,adv2attr_lam03,4,0.9336417281973728,0.5392536251223201,0.5392536251223201
rafdb,compat_B_gender,compat,mlp,"h=256,seed=1",2,compat_5fam,leace2attr,768,0.9336417281973728,0.5716064209392204,0.5716064209392204
rafdb,compat_B_gender,compat,mlp,"h=1024,seed=0",2,compat_5fam,lda_shrink,4,0.9345340469906789,0.5590927062637765,0.5590927062637765
rafdb,compat_B_gender,compat,mlp,"h=1024,seed=0",2,compat_5fam,vib_b1,4,0.9345340469906789,0.5761233678300666,0.5761233678300666
rafdb,compat_B_gender,compat,mlp,"h=1024,seed=0",2,compat_5fam,adv2attr_lam03,4,0.9345340469906789,0.5498121954353606,0.5498121954353606
rafdb,compat_B_gender,compat,mlp,"h=1024,seed=0",2,compat_5fam,leace2attr,768,0.9345340469906789,0.5732778815645109,0.5732778815645109
rafdb,compat_B_gender,compat,mlp,"h=1024,seed=1",2,compat_5fam,lda_shrink,4,0.9353682946357085,0.5499187003924126,0.5499187003924126
rafdb,compat_B_gender,compat,mlp,"h=1024,seed=1",2,compat_5fam,vib_b1,4,0.9353682946357085,0.5612685209896312,0.5612685209896312
rafdb,compat_B_gender,compat,mlp,"h=1024,seed=1",2,compat_5fam,adv2attr_lam03,4,0.9353682946357085,0.5413654380294359,0.5413654380294359
rafdb,compat_B_gender,compat,mlp,"h=1024,seed=1",2,compat_5fam,leace2attr,768,0.9353682946357085,0.5746775197936127,0.5746775197936127
rafdb,compat_B_gender,compat,rff,gamma x0.5,2,compat_5fam,lda_shrink,4,0.937727465923356,0.5488610641599699,0.5488610641599699
rafdb,compat_B_gender,compat,rff,gamma x0.5,2,compat_5fam,vib_b1,4,0.937727465923356,0.5477428856665579,0.5477428856665579
rafdb,compat_B_gender,compat,rff,gamma x0.5,2,compat_5fam,adv2attr_lam03,4,0.937727465923356,0.5273875890836126,0.5273875890836126
rafdb,compat_B_gender,compat,rff,gamma x0.5,2,compat_5fam,leace2attr,768,0.937727465923356,0.5714475283930849,0.5714475283930849
rafdb,compat_B_gender,compat,rff,gamma x2.0,2,compat_5fam,lda_shrink,4,0.9276431021360299,0.5289606994237365,0.5289606994237365
rafdb,compat_B_gender,compat,rff,gamma x2.0,2,compat_5fam,vib_b1,4,0.9276431021360299,0.5228703950814974,0.5228703950814974
rafdb,compat_B_gender,compat,rff,gamma x2.0,2,compat_5fam,adv2attr_lam03,4,0.9276431021360299,0.51365067362532,0.51365067362532
rafdb,compat_B_gender,compat,rff,gamma x2.0,2,compat_5fam,leace2attr,768,0.9276431021360299,0.6205248149136593,0.6205248149136593
rafdb,compat_B_gender,compat,tree,depth=None,2,compat_5fam,lda_shrink,4,0.9395212466269312,0.5553576194288764,0.5553576194288764
rafdb,compat_B_gender,compat,tree,depth=None,2,compat_5fam,vib_b1,4,0.9395212466269312,0.5434063300022735,0.5434063300022735
rafdb,compat_B_gender,compat,tree,depth=None,2,compat_5fam,adv2attr_lam03,4,0.9395212466269312,0.5402677697713726,0.5402677697713726
rafdb,compat_B_gender,compat,tree,depth=None,2,compat_5fam,leace2attr,768,0.9395212466269312,0.4980206387332088,0.4980206387332088
rafdb,compat_B_gender,compat,tree,depth=6,2,compat_5fam,lda_shrink,4,0.9385372495527287,0.5558006899346638,0.5558006899346638
rafdb,compat_B_gender,compat,tree,depth=6,2,compat_5fam,vib_b1,4,0.9385372495527287,0.5426148326068262,0.5426148326068262
rafdb,compat_B_gender,compat,tree,depth=6,2,compat_5fam,adv2attr_lam03,4,0.9385372495527287,0.5349810712767745,0.5349810712767745
rafdb,compat_B_gender,compat,tree,depth=6,2,compat_5fam,leace2attr,768,0.9385372495527287,0.5002147396929889,0.5002147396929889
rafdb,compat_B_gender,compat,knn,k=15,2,compat_5fam,lda_shrink,4,0.9101970465261098,0.536655497237296,0.536655497237296
rafdb,compat_B_gender,compat,knn,k=15,2,compat_5fam,vib_b1,4,0.9101970465261098,0.5380094198815842,0.5380094198815842
rafdb,compat_B_gender,compat,knn,k=15,2,compat_5fam,adv2attr_lam03,4,0.9101970465261098,0.5326920795895975,0.5326920795895975
rafdb,compat_B_gender,compat,knn,k=15,2,compat_5fam,leace2attr,768,0.9101970465261098,0.7979240182269272,0.7979240182269272
rafdb,compat_B_gender,compat,knn,k=50,2,compat_5fam,lda_shrink,4,0.9128495388903715,0.5316040486710356,0.5316040486710356
rafdb,compat_B_gender,compat,knn,k=50,2,compat_5fam,vib_b1,4,0.9128495388903715,0.5274053810949995,0.5274053810949995
rafdb,compat_B_gender,compat,knn,k=50,2,compat_5fam,adv2attr_lam03,4,0.9128495388903715,0.5257489942571341,0.5257489942571341
rafdb,compat_B_gender,compat,knn,k=50,2,compat_5fam,leace2attr,768,0.9128495388903715,0.7675088218723127,0.7675088218723127
rafdb,compat_B_race,compat,lr,wd=1e-05,0,compat_5fam,lda_shrink,4,0.8164966185050145,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,lr,wd=1e-05,0,compat_5fam,vib_b1,4,0.8164966185050145,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,lr,wd=1e-05,0,compat_5fam,adv2attr_lam03,4,0.8164966185050145,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,lr,wd=1e-05,0,compat_5fam,leace2attr,768,0.8164966185050145,0.3289184405823024,0.3289184405823024
rafdb,compat_B_race,compat,lr,wd=0.001,0,compat_5fam,lda_shrink,4,0.8164966185050145,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,lr,wd=0.001,0,compat_5fam,vib_b1,4,0.8164966185050145,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,lr,wd=0.001,0,compat_5fam,adv2attr_lam03,4,0.8164966185050145,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,lr,wd=0.001,0,compat_5fam,leace2attr,768,0.8164966185050145,0.3289184405823024,0.3289184405823024
rafdb,compat_B_race,compat,lr,wd=0.1,0,compat_5fam,lda_shrink,4,0.8180186643930102,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,lr,wd=0.1,0,compat_5fam,vib_b1,4,0.8180186643930102,0.3331915496951652,0.3331915496951652
rafdb,compat_B_race,compat,lr,wd=0.1,0,compat_5fam,adv2attr_lam03,4,0.8180186643930102,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,lr,wd=0.1,0,compat_5fam,leace2attr,768,0.8180186643930102,0.3264039092271297,0.3264039092271297
rafdb,compat_B_race,compat,mlp,"h=256,seed=0",0,compat_5fam,lda_shrink,4,0.8029303397047003,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,mlp,"h=256,seed=0",0,compat_5fam,vib_b1,4,0.8029303397047003,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,mlp,"h=256,seed=0",0,compat_5fam,adv2attr_lam03,4,0.8029303397047003,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,mlp,"h=256,seed=0",0,compat_5fam,leace2attr,768,0.8029303397047003,0.34975405690919903,0.34975405690919903
rafdb,compat_B_race,compat,mlp,"h=256,seed=1",0,compat_5fam,lda_shrink,4,0.8047801920437062,0.33146812994426406,0.33146812994426406
rafdb,compat_B_race,compat,mlp,"h=256,seed=1",0,compat_5fam,vib_b1,4,0.8047801920437062,0.34501448512137767,0.34501448512137767
rafdb,compat_B_race,compat,mlp,"h=256,seed=1",0,compat_5fam,adv2attr_lam03,4,0.8047801920437062,0.3406379794040919,0.3406379794040919
rafdb,compat_B_race,compat,mlp,"h=256,seed=1",0,compat_5fam,leace2attr,768,0.8047801920437062,0.350412070882546,0.350412070882546
rafdb,compat_B_race,compat,mlp,"h=1024,seed=0",0,compat_5fam,lda_shrink,4,0.8107805520839753,0.35183389650498925,0.35183389650498925
rafdb,compat_B_race,compat,mlp,"h=1024,seed=0",0,compat_5fam,vib_b1,4,0.8107805520839753,0.35010167031693484,0.35010167031693484
rafdb,compat_B_race,compat,mlp,"h=1024,seed=0",0,compat_5fam,adv2attr_lam03,4,0.8107805520839753,0.33525871404295016,0.33525871404295016
rafdb,compat_B_race,compat,mlp,"h=1024,seed=0",0,compat_5fam,leace2attr,768,0.8107805520839753,0.3506168807613151,0.3506168807613151
rafdb,compat_B_race,compat,mlp,"h=1024,seed=1",0,compat_5fam,lda_shrink,4,0.8078715789033323,0.3564138309205163,0.3564138309205163
rafdb,compat_B_race,compat,mlp,"h=1024,seed=1",0,compat_5fam,vib_b1,4,0.8078715789033323,0.3437128937101197,0.3437128937101197
rafdb,compat_B_race,compat,mlp,"h=1024,seed=1",0,compat_5fam,adv2attr_lam03,4,0.8078715789033323,0.3289826598316972,0.3289826598316972
rafdb,compat_B_race,compat,mlp,"h=1024,seed=1",0,compat_5fam,leace2attr,768,0.8078715789033323,0.3461161704092557,0.3461161704092557
rafdb,compat_B_race,compat,rff,gamma x0.5,0,compat_5fam,lda_shrink,4,0.8395067662077075,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,rff,gamma x0.5,0,compat_5fam,vib_b1,4,0.8395067662077075,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,rff,gamma x0.5,0,compat_5fam,adv2attr_lam03,4,0.8395067662077075,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,rff,gamma x0.5,0,compat_5fam,leace2attr,768,0.8395067662077075,0.37217089160757905,0.37217089160757905
rafdb,compat_B_race,compat,rff,gamma x2.0,0,compat_5fam,lda_shrink,4,0.8115348309530249,0.33313518849738405,0.33313518849738405
rafdb,compat_B_race,compat,rff,gamma x2.0,0,compat_5fam,vib_b1,4,0.8115348309530249,0.34332834595442546,0.34332834595442546
rafdb,compat_B_race,compat,rff,gamma x2.0,0,compat_5fam,adv2attr_lam03,4,0.8115348309530249,0.3328243212658725,0.3328243212658725
rafdb,compat_B_race,compat,rff,gamma x2.0,0,compat_5fam,leace2attr,768,0.8115348309530249,0.39866187768098155,0.39866187768098155
rafdb,compat_B_race,compat,tree,depth=None,0,compat_5fam,lda_shrink,4,0.8077279474187358,0.3331915496951652,0.3331915496951652
rafdb,compat_B_race,compat,tree,depth=None,0,compat_5fam,vib_b1,4,0.8077279474187358,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,tree,depth=None,0,compat_5fam,adv2attr_lam03,4,0.8077279474187358,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,tree,depth=None,0,compat_5fam,leace2attr,768,0.8077279474187358,0.35109739986480687,0.35109739986480687
rafdb,compat_B_race,compat,tree,depth=6,0,compat_5fam,lda_shrink,4,0.8142645329226431,0.3344300283068245,0.3344300283068245
rafdb,compat_B_race,compat,tree,depth=6,0,compat_5fam,vib_b1,4,0.8142645329226431,0.33290798241882885,0.33290798241882885
rafdb,compat_B_race,compat,tree,depth=6,0,compat_5fam,adv2attr_lam03,4,0.8142645329226431,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,tree,depth=6,0,compat_5fam,leace2attr,768,0.8142645329226431,0.35823258223531923,0.35823258223531923
rafdb,compat_B_race,compat,knn,k=15,0,compat_5fam,lda_shrink,4,0.7126264836767305,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,knn,k=15,0,compat_5fam,vib_b1,4,0.7126264836767305,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,knn,k=15,0,compat_5fam,adv2attr_lam03,4,0.7126264836767305,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,knn,k=15,0,compat_5fam,leace2attr,768,0.7126264836767305,0.48313035135478866,0.48313035135478866
rafdb,compat_B_race,compat,knn,k=50,0,compat_5fam,lda_shrink,4,0.6659997032456485,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,knn,k=50,0,compat_5fam,vib_b1,4,0.6659997032456485,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,knn,k=50,0,compat_5fam,adv2attr_lam03,4,0.6659997032456485,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,knn,k=50,0,compat_5fam,leace2attr,768,0.6659997032456485,0.4323017224465267,0.4323017224465267
rafdb,compat_B_race,compat,lr,wd=1e-05,1,compat_5fam,lda_shrink,4,0.8171867496299283,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,lr,wd=1e-05,1,compat_5fam,vib_b1,4,0.8171867496299283,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,lr,wd=1e-05,1,compat_5fam,adv2attr_lam03,4,0.8171867496299283,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,lr,wd=1e-05,1,compat_5fam,leace2attr,768,0.8171867496299283,0.3272733981220657,0.3272733981220657
rafdb,compat_B_race,compat,lr,wd=0.001,1,compat_5fam,lda_shrink,4,0.8171867496299283,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,lr,wd=0.001,1,compat_5fam,vib_b1,4,0.8171867496299283,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,lr,wd=0.001,1,compat_5fam,adv2attr_lam03,4,0.8171867496299283,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,lr,wd=0.001,1,compat_5fam,leace2attr,768,0.8171867496299283,0.3272733981220657,0.3272733981220657
rafdb,compat_B_race,compat,lr,wd=0.1,1,compat_5fam,lda_shrink,4,0.8186300381203567,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,lr,wd=0.1,1,compat_5fam,vib_b1,4,0.8186300381203567,0.3331915496951652,0.3331915496951652
rafdb,compat_B_race,compat,lr,wd=0.1,1,compat_5fam,adv2attr_lam03,4,0.8186300381203567,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,lr,wd=0.1,1,compat_5fam,leace2attr,768,0.8186300381203567,0.3283700930955568,0.3283700930955568
rafdb,compat_B_race,compat,mlp,"h=256,seed=0",1,compat_5fam,lda_shrink,4,0.8047801920437062,0.33146812994426406,0.33146812994426406
rafdb,compat_B_race,compat,mlp,"h=256,seed=0",1,compat_5fam,vib_b1,4,0.8047801920437062,0.34501448512137767,0.34501448512137767
rafdb,compat_B_race,compat,mlp,"h=256,seed=0",1,compat_5fam,adv2attr_lam03,4,0.8047801920437062,0.3406379794040919,0.3406379794040919
rafdb,compat_B_race,compat,mlp,"h=256,seed=0",1,compat_5fam,leace2attr,768,0.8047801920437062,0.350412070882546,0.350412070882546
rafdb,compat_B_race,compat,mlp,"h=256,seed=1",1,compat_5fam,lda_shrink,4,0.8027352507777118,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,mlp,"h=256,seed=1",1,compat_5fam,vib_b1,4,0.8027352507777118,0.3333333333333333,0.3333333333333333
rafdb,compat_B_race,compat,mlp,"h=256,seed=1",1,compat_5fam,adv2attr_lam03,4,0.8027352507777118,0.3331915496951652,0.3331915496951652
rafdb,compat_B_race,compat,mlp,"h=256,seed=1",1,compat_5fam,leace2attr,768,0.8027352507777118,0.35180566321801326,0.35180566321801326
rafdb,compat_B_race,compat,mlp,"h=1024,seed=0",1,compat_5fam,lda_shrink,4,0.8078715789033323,0.3564138309205163,0.3564138309205163
rafdb,compat_B_race,compat,mlp,"h=1024,seed=0",1,compat_5fam,vib_b1,4,0.8078715789033323,0.3437128937101197,0.3437128937101197
rafdb,compat_B_race,compat,mlp,"h=1024,seed=0",1,compat_5fam,adv2attr_lam03,4,0.8078715789033323,0.3289826598316972,0.3289826598316972
rafdb,compat_B_race,compat,mlp,"h=1024,seed=0",1,compat_5fam,leace2attr,768,0.8078715789033323,0.3461161704092557,0.3461161704092557
rafdb,compat_B_race,compat,mlp,"h=1024,seed=1",1,compat_5fam,lda_shrink,4,0.8073577496394799,0.3484633794585157,0.3484633794585157
rafdb,compat_B_race,compat,mlp,"h=1024,seed=1",1,compat_5fam,vib_b1,4,0.8073577496394799,0.3352073431595559,0.3352073431595559
rafdb,compat_B_race,compat,mlp,"h=1024,seed=1",1,compat_5fam,adv2attr_lam03,4,0.8073577496394799,0.33341200417190286,0.33341200417190286
rafdb,compat_B_race,compat,mlp,"h=1024,seed=1",1,compat_5fam,leace2attr,768,0.8073577496394799,0.34699898938983137,0.34699898938983137
