setting,encoder,permitted,D,k,seed,target,family,cfg,train_acc,train_bal,test_acc,test_bal,sec
DINOv2-L,dinol,emotion,1024,4,2,B_gender,tree,"depth=None,it=24",0.699626703706919,0.6933836725802278,0.5650052283025444,0.5574242109737173,78.50024104118347
DINOv2-L,dinol,emotion,1024,4,2,B_gender,tree,"depth=6,it=21",0.672020140637208,0.6607650543223997,0.5670965493203207,0.5565257143986795,79.35826683044434
DINOv2-L,dinol,emotion,1024,4,2,B_gender,knn,k=15,1.0,1.0,0.5597769257581039,0.5362008125018534,1.8355927467346191
DINOv2-L,dinol,emotion,1024,4,2,B_gender,knn,k=50,1.0,1.0,0.5866155454862322,0.5514401644772609,1.8940908908843994
DINOv2-L,dinol,emotion,1024,4,2,B_race,lr,wd=1e-05,0.3803276016624562,0.38338423104935354,0.3647327249022164,0.3438391569436638,0.4409923553466797
DINOv2-L,dinol,emotion,1024,4,2,B_race,lr,wd=0.001,0.3803276016624562,0.38338423104935354,0.3647327249022164,0.3438391569436638,0.22200798988342285
DINOv2-L,dinol,emotion,1024,4,2,B_race,lr,wd=0.1,0.37837177084182216,0.3821923213910046,0.3621251629726206,0.3439876056246518,0.2299644947052002
DINOv2-L,dinol,emotion,1024,4,2,B_race,mlp,"h=256,seed=0",0.31782250835302744,0.4131022324686297,0.3116036505867014,0.3776385863934178,1.5518379211425781
DINOv2-L,dinol,emotion,1024,4,2,B_race,mlp,"h=256,seed=1",0.4636948903919811,0.4248979800470996,0.4377444589308996,0.38130707338075154,1.5347118377685547
DINOv2-L,dinol,emotion,1024,4,2,B_race,mlp,"h=1024,seed=0",0.3117920299894059,0.4128812521770346,0.30671447196870927,0.38063298201444784,3.3524258136749268
DINOv2-L,dinol,emotion,1024,4,2,B_race,mlp,"h=1024,seed=1",0.4027381631488876,0.4238415854663671,0.3882007822685789,0.3995688165144271,3.3558666706085205
DINOv2-L,dinol,emotion,1024,4,2,B_race,rff,gamma x0.5,0.39809306494988184,0.4072450785153283,0.38265971316818775,0.3914209503228052,1.7855792045593262
DINOv2-L,dinol,emotion,1024,4,2,B_race,rff,gamma x2.0,0.414717626925271,0.4475875626045749,0.38885267275097785,0.393928816635158,0.44861650466918945
DINOv2-L,dinol,emotion,1024,4,2,B_race,tree,"depth=None,it=16",0.637600847526689,0.72944430288103,0.46870925684485004,0.3713155532270433,81.84848427772522
DINOv2-L,dinol,emotion,1024,4,2,B_race,tree,"depth=6,it=13",0.5744438106103822,0.6622747342504882,0.45045632333767927,0.37805335452959965,80.25846481323242
DINOv2-L,dinol,emotion,1024,4,2,B_race,knn,k=15,1.0,1.0,0.7601043024771839,0.3328328341551207,1.9775962829589844
DINOv2-L,dinol,emotion,1024,4,2,B_race,knn,k=50,1.0,1.0,0.766297262059974,0.3333333333333333,2.0765464305877686
DINOv2-L,dinol,emotion,1024,4,2,B_age,lr,wd=1e-05,0.2792763425963654,0.30775143115054426,0.27020860495436766,0.29652998293558175,0.4194521903991699
DINOv2-L,dinol,emotion,1024,4,2,B_age,lr,wd=0.001,0.2825360606307554,0.3074531813934758,0.27477183833116037,0.2981461270737647,0.21696949005126953
DINOv2-L,dinol,emotion,1024,4,2,B_age,lr,wd=0.1,0.26485209029418955,0.28822147471427173,0.27216427640156454,0.3057793362818809,0.23755192756652832
DINOv2-L,dinol,emotion,1024,4,2,B_age,mlp,"h=256,seed=0",0.3623176595224513,0.3810594213517102,0.3543024771838331,0.3525263338598313,1.5413177013397217
DINOv2-L,dinol,emotion,1024,4,2,B_age,mlp,"h=256,seed=1",0.34292233721783066,0.3801083441749603,0.32496740547588004,0.3508930888063693,1.5306599140167236
DINOv2-L,dinol,emotion,1024,4,2,B_age,mlp,"h=1024,seed=0",0.324178958520088,0.3751335416659369,0.3138852672750978,0.3473066637713809,3.3649063110351562
DINOv2-L,dinol,emotion,1024,4,2,B_age,mlp,"h=1024,seed=1",0.32540135278298427,0.3725625553276056,0.3119295958279009,0.34979925178326543,3.3674354553222656
DINOv2-L,dinol,emotion,1024,4,2,B_age,rff,gamma x0.5,0.3384402249205444,0.36774290882615157,0.33148631029986964,0.3482777583990482,1.4595484733581543
DINOv2-L,dinol,emotion,1024,4,2,B_age,rff,gamma x2.0,0.34707847771167794,0.3880209471171695,0.32366362451108216,0.34969789754031383,0.4629998207092285
DINOv2-L,dinol,emotion,1024,4,2,B_age,tree,"depth=None,it=16",0.5362236166571591,0.6378543792538152,0.36603650586701436,0.31913982137442076,84.49006772041321
DINOv2-L,dinol,emotion,1024,4,2,B_age,tree,"depth=6,it=17",0.5002852253280091,0.599327314484059,0.36538461538461536,0.34599136379358564,83.66163778305054
DINOv2-L,dinol,emotion,1024,4,2,B_age,knn,k=15,1.0,1.0,0.5149934810951761,0.24411098492956107,1.9511754512786865
DINOv2-L,dinol,emotion,1024,4,2,B_age,knn,k=50,1.0,1.0,0.5420469361147328,0.24471022967900263,2.0110466480255127
