f,seed,target,n_classes,chance_balanced,abs_err,rel_err,family,cfg,train_acc,train_bal,test_acc,test_bal,sec
16,2,Aprime_heldout,2,0.5,0.00016015406367603235,3.202478469132892e-05,mlp,"h=1024,seed=0",0.782141533901445,0.8089373398241073,0.7821316614420063,0.8026281380753137,0.7245893478393555
16,2,Aprime_heldout,2,0.5,0.00016015406367603235,3.202478469132892e-05,mlp,"h=1024,seed=1",0.7988143756947017,0.8056018813674535,0.7962382445141066,0.785015690376569,0.7114787101745605
16,2,Aprime_heldout,2,0.5,0.00016015406367603235,3.202478469132892e-05,rff,gamma x0.5,0.7832530566876621,0.793226204600118,0.8087774294670846,0.814173640167364,0.24246835708618164
16,2,Aprime_heldout,2,0.5,0.00016015406367603235,3.202478469132892e-05,rff,gamma x2.0,0.7958503149314561,0.8102599124336602,0.7821316614420063,0.7839173640167364,0.2390000820159912
16,2,Aprime_heldout,2,0.5,0.00016015406367603235,3.202478469132892e-05,tree,"depth=None,it=26",0.9147832530566876,0.9237295351327921,0.7962382445141066,0.7621469665271967,51.971901416778564
16,2,Aprime_heldout,2,0.5,0.00016015406367603235,3.202478469132892e-05,tree,"depth=6,it=25",0.8847721378288255,0.9006251521714961,0.7915360501567398,0.7756406903765691,51.994202613830566
16,2,Aprime_heldout,2,0.5,0.00016015406367603235,3.202478469132892e-05,knn,k=15,1.0,1.0,0.8197492163009404,0.7175470711297072,0.11650300025939941
16,2,Aprime_heldout,2,0.5,0.00016015406367603235,3.202478469132892e-05,knn,k=50,1.0,1.0,0.8181818181818182,0.7019482217573222,0.14999651908874512
16,2,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,lr,wd=1e-05,0.5722718986023092,0.5567105082988311,0.5761589403973509,0.5614333442062291,0.2344987392425537
16,2,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,lr,wd=0.001,0.5716642069624099,0.5562018055060167,0.5761589403973509,0.5614333442062291,0.23100018501281738
16,2,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,lr,wd=0.1,0.5717510200538242,0.5565000423944613,0.5768560474032765,0.5623256629995355,0.22500061988830566
16,2,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,mlp,"h=256,seed=0",0.5901553954336314,0.5789448046248638,0.5831300104566051,0.574115341656041,1.6009998321533203
16,2,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,mlp,"h=256,seed=1",0.5826894695720115,0.5809774945359104,0.5789473684210527,0.5790293963565915,1.547499418258667
16,2,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,mlp,"h=1024,seed=0",0.5828630957548399,0.5754801872144331,0.585569884977344,0.5795762535954689,2.660940647125244
16,2,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,mlp,"h=1024,seed=1",0.5786960673669589,0.5688622242722956,0.5747647263855001,0.5674413604958041,2.6657159328460693
16,2,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,rff,gamma x0.5,0.5738345342477645,0.5801380749791086,0.5803415824329035,0.5883316529767024,0.4299740791320801
16,2,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,rff,gamma x2.0,0.5867696848684781,0.5899370366929442,0.5859184384803068,0.5896027933457877,0.4245007038116455
16,2,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,tree,"depth=None,it=19",0.6643805885927598,0.6711815794436236,0.5751132798884628,0.579759857268531,59.46899390220642
16,2,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,tree,"depth=6,it=26",0.6551784009028562,0.6636475395195389,0.5709306378529104,0.5776146843400647,59.30399775505066
16,2,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,knn,k=15,1.0,1.0,0.5719762983617985,0.5537874744239837,1.3490030765533447
16,2,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,knn,k=50,1.0,1.0,0.5981178110840014,0.5722600302464194,1.4239985942840576
16,2,B_race,3,0.3333333333333333,0.00016015406367603235,3.202478469132892e-05,lr,wd=1e-05,0.3682666449352131,0.3824268642215558,0.35071707953063885,0.3367235331431881,0.23749852180480957
16,2,B_race,3,0.3333333333333333,0.00016015406367603235,3.202478469132892e-05,lr,wd=0.001,0.3682666449352131,0.3824268642215558,0.35071707953063885,0.3367235331431881,0.2350010871887207
16,2,B_race,3,0.3333333333333333,0.00016015406367603235,3.202478469132892e-05,lr,wd=0.1,0.36818515198435336,0.38239136924409506,0.35071707953063885,0.3367235331431881,0.22749805450439453
16,2,B_race,3,0.3333333333333333,0.00016015406367603235,3.202478469132892e-05,mlp,"h=256,seed=0",0.3337951267215386,0.4175686862027444,0.3109517601043025,0.3636366109966613,1.4590396881103516
16,2,B_race,3,0.3333333333333333,0.00016015406367603235,3.202478469132892e-05,mlp,"h=256,seed=1",0.3527829842718605,0.43232253339453064,0.32040417209908734,0.36983347125192406,1.4744598865509033
16,2,B_race,3,0.3333333333333333,0.00016015406367603235,3.202478469132892e-05,mlp,"h=1024,seed=0",0.3808165593676147,0.4166222121807566,0.35267275097783574,0.36461956368379167,2.800217390060425
16,2,B_race,3,0.3333333333333333,0.00016015406367603235,3.202478469132892e-05,mlp,"h=1024,seed=1",0.3627251242767501,0.4307448490609622,0.3272490221642764,0.3643705296840873,2.803497314453125
16,2,B_race,3,0.3333333333333333,0.00016015406367603235,3.202478469132892e-05,rff,gamma x0.5,0.3579985331268845,0.4181652798899626,0.3318122555410691,0.3711240470898711,0.422473669052124
16,2,B_race,3,0.3333333333333333,0.00016015406367603235,3.202478469132892e-05,rff,gamma x2.0,0.3663108141145791,0.4438959594477314,0.3409387222946545,0.3782174929697723,0.4605288505554199
16,2,B_race,3,0.3333333333333333,0.00016015406367603235,3.202478469132892e-05,tree,"depth=None,it=12",0.5681688533941814,0.675927908659948,0.439374185136897,0.3684252805533297,61.433496713638306
16,2,B_race,3,0.3333333333333333,0.00016015406367603235,3.202478469132892e-05,tree,"depth=6,it=14",0.5558634178143591,0.6677119508861843,0.42894393741851367,0.3648183181961593,61.013986110687256
16,2,B_race,3,0.3333333333333333,0.00016015406367603235,3.202478469132892e-05,knn,k=15,1.0,1.0,0.7623859191655802,0.33675307986886777,1.5355002880096436
16,2,B_race,3,0.3333333333333333,0.00016015406367603235,3.202478469132892e-05,knn,k=50,1.0,1.0,0.766297262059974,0.3333333333333333,1.5895001888275146
16,2,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,lr,wd=1e-05,0.21131122157933338,0.3183616170881073,0.22164276401564537,0.31894672022017234,0.2409675121307373
16,2,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,lr,wd=0.001,0.21139271453019315,0.31839224026985585,0.22164276401564537,0.31894672022017234,0.23350024223327637
16,2,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,lr,wd=0.1,0.20927389780783962,0.31849844963714635,0.22099087353324642,0.31928841771389554,0.23399972915649414
16,2,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,mlp,"h=256,seed=0",0.30763588949555865,0.3742242075085056,0.29595827900912647,0.3388555884102434,1.534001111984253
16,2,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,mlp,"h=256,seed=1",0.28734414473148073,0.38496013479071856,0.2633637548891786,0.3259557380259263,1.52349853515625
16,2,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,mlp,"h=1024,seed=0",0.34259636541439165,0.37534111205942927,0.32985658409387225,0.3395531693527491,2.80812668800354
16,2,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,mlp,"h=1024,seed=1",0.2610219216037813,0.373687169587246,0.23468057366362452,0.3224503104096536,2.8147706985473633
16,2,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,rff,gamma x0.5,0.25645831635563526,0.357484115150572,0.24967405475880053,0.3478561792744063,0.451005220413208
16,2,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,rff,gamma x2.0,0.2897074403064135,0.38618819072486577,0.26401564537157757,0.3406900795686923,0.4379997253417969
16,2,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,tree,"depth=None,it=19",0.5321489691141716,0.6448340413621908,0.33833116036505867,0.3191240604390555,63.97498559951782
16,2,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,tree,"depth=6,it=19",0.4889577051585038,0.6106869209318905,0.33409387222946546,0.32743560178698267,62.99209141731262
16,2,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,knn,k=15,1.0,1.0,0.5283572359843546,0.2581833128124803,1.5589985847473145
16,2,B_age,5,0.2,0.00016015406367603235,3.202478469132892e-05,knn,k=50,1.0,1.0,0.5541069100391134,0.25658667549921865,1.5645005702972412
