f,seed,target,n_classes,chance_balanced,abs_err,rel_err,family,cfg,train_acc,train_bal,test_acc,test_bal,sec
16,0,Aprime_heldout,2,0.5,0.00016015406367603235,3.202478469132892e-05,rff,gamma x2.0,0.7999258984809189,0.8108094890274675,0.786833855799373,0.7849764644351465,0.6414992809295654
16,0,Aprime_heldout,2,0.5,0.00016015406367603235,3.202478469132892e-05,tree,"depth=None,it=26",0.9136717302704706,0.9180768478369481,0.8119122257053292,0.7788441422594142,74.045006275177
16,0,Aprime_heldout,2,0.5,0.00016015406367603235,3.202478469132892e-05,tree,"depth=6,it=30",0.8981104112634309,0.9092618081562515,0.7962382445141066,0.7663049163179916,61.25999617576599
16,0,Aprime_heldout,2,0.5,0.00016015406367603235,3.202478469132892e-05,knn,k=15,1.0,1.0,0.8197492163009404,0.7175470711297072,0.15399789810180664
16,0,Aprime_heldout,2,0.5,0.00016015406367603235,3.202478469132892e-05,knn,k=50,1.0,1.0,0.8181818181818182,0.7019482217573222,0.1659996509552002
16,0,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,lr,wd=1e-05,0.5628960847295772,0.5492461164183265,0.5670965493203207,0.554967183623442,0.2500009536743164
16,0,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,lr,wd=0.001,0.5620279538154354,0.5481880994596813,0.5684907633321715,0.5563851080864692,0.2590000629425049
16,0,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,lr,wd=0.1,0.5213126139421825,0.5277235028929378,0.520738933426281,0.5264777253901887,0.25
16,0,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,mlp,"h=256,seed=0",0.578262001909888,0.5765240470668904,0.5726734053677239,0.5730154493965542,1.9294989109039307
16,0,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,mlp,"h=256,seed=1",0.5795641982811008,0.5833907047115403,0.5705820843499477,0.5761142247131038,1.6485071182250977
16,0,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,mlp,"h=1024,seed=0",0.5812136470179703,0.5806936760683175,0.5799930289299408,0.5814221747768585,2.775076150894165
16,0,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,mlp,"h=1024,seed=1",0.5900685823422172,0.5723800883883016,0.6002091321017776,0.5851132758058298,2.7665205001831055
16,0,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,rff,gamma x0.5,0.5747894782533206,0.579964715756973,0.5792959219240154,0.5862139093991242,0.48050785064697266
16,0,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,rff,gamma x2.0,0.5867696848684781,0.5896656537290494,0.5779017079121646,0.5815872451047257,0.4564931392669678
16,0,B_gender,2,0.5,0.00016015406367603235,3.202478469132892e-05,tree,"depth=None,it=17",0.6580432329195243,0.6643363496013905,0.5660508888114325,0.5687097826409275,62.98249340057373
